,var1(t-6),var1(t-5),var1(t-4),var1(t-3),var1(t-2),var1(t-1),var1(t)
3503,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_092500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_093000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_093500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_094000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_094500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_095000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_095500_03.jpg
3504,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_093000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_093500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_094000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_094500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_095000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_095500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_100000_03.jpg
3505,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_093500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_094000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_094500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_095000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_095500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_100000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_100500_03.jpg
3506,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_094000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_094500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_095000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_095500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_100000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_100500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_101000_03.jpg
3507,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_094500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_095000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_095500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_100000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_100500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_101000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_101500_03.jpg
3508,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_095000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_095500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_100000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_100500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_101000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_101500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_102000_03.jpg
3509,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_095500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_100000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_100500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_101000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_101500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_102000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_102500_03.jpg
3510,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_100000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_100500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_101000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_101500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_102000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_102500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_103000_03.jpg
3511,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_100500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_101000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_101500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_102000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_102500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_103000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_103500_03.jpg
3512,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_101000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_101500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_102000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_102500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_103000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_103500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_104000_03.jpg
3513,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_101500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_102000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_102500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_103000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_103500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_104000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_104500_03.jpg
3514,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_102000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_102500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_103000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_103500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_104000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_104500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_105000_03.jpg
3515,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_102500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_103000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_103500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_104000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_104500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_105000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_105500_03.jpg
3516,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_103000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_103500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_104000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_104500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_105000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_105500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_110000_03.jpg
3517,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_103500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_104000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_104500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_105000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_105500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_110000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_110500_03.jpg
3518,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_104000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_104500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_105000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_105500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_110000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_110500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_111000_03.jpg
3519,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_104500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_105000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_105500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_110000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_110500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_111000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_111500_03.jpg
3520,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_105000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_105500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_110000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_110500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_111000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_111500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_112000_03.jpg
3521,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_105500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_110000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_110500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_111000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_111500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_112000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_112500_03.jpg
3522,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_110000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_110500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_111000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_111500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_112000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_112500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_113000_03.jpg
3523,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_110500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_111000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_111500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_112000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_112500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_113000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_113500_03.jpg
3524,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_111000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_111500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_112000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_112500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_113000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_113500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_114000_03.jpg
3525,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_111500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_112000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_112500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_113000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_113500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_114000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_114500_03.jpg
3526,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_112000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_112500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_113000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_113500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_114000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_114500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_115000_03.jpg
3527,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_112500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_113000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_113500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_114000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_114500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_115000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_115500_03.jpg
3528,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_113000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_113500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_114000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_114500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_115000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_115500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_120000_03.jpg
3529,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_113500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_114000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_114500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_115000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_115500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_120000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_120500_03.jpg
3530,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_114000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_114500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_115000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_115500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_120000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_120500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_121000_03.jpg
3531,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_114500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_115000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_115500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_120000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_120500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_121000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_121500_03.jpg
3532,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_115000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_115500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_120000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_120500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_121000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_121500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_122000_03.jpg
3533,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_115500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_120000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_120500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_121000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_121500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_122000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_122500_03.jpg
3534,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_120000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_120500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_121000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_121500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_122000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_122500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_123000_03.jpg
3535,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_120500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_121000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_121500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_122000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_122500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_123000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_123500_03.jpg
3536,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_121000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_121500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_122000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_122500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_123000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_123500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_124000_03.jpg
3537,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_121500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_122000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_122500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_123000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_123500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_124000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210930_124500_03.jpg
